ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
train25238,31,blue-collar,divorced,secondary,no,-306,no,no,unknown,3,jun,137,2,-1,0,unknown,0
train25239,46,management,married,tertiary,no,125,yes,no,telephone,12,may,81,5,-1,0,unknown,0
train25240,54,blue-collar,divorced,secondary,no,1145,yes,no,cellular,7,may,178,3,-1,0,unknown,0
train25241,52,admin.,married,secondary,no,3703,yes,no,cellular,23,jul,152,1,-1,0,unknown,0
train25242,40,management,married,tertiary,no,486,yes,yes,cellular,17,nov,69,2,-1,0,unknown,0
train25243,33,housemaid,married,primary,no,451,yes,no,cellular,11,may,327,1,-1,0,unknown,0
train25244,46,technician,married,secondary,no,152,no,no,cellular,9,jul,72,1,-1,0,unknown,0
train25245,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,1
train25246,44,entrepreneur,married,tertiary,no,-1,no,yes,cellular,21,nov,63,2,-1,0,unknown,0
train25247,50,housemaid,married,primary,no,85,no,no,cellular,21,nov,714,1,-1,0,unknown,0
train25248,51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,0
train25249,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,0
train25250,67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,unknown,1
train25251,37,self-employed,married,secondary,no,8230,yes,no,cellular,17,nov,51,1,-1,0,unknown,0
train25252,33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,1
train25253,51,admin.,married,primary,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,0
train25254,35,management,single,tertiary,no,0,no,yes,cellular,11,jul,71,3,-1,0,unknown,0
train25255,55,retired,married,primary,no,0,yes,yes,cellular,13,aug,201,2,-1,0,unknown,0
train25256,32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown,0
train25257,35,retired,single,secondary,no,527,no,yes,unknown,2,jul,348,3,-1,0,unknown,0
train25258,47,admin.,married,secondary,no,4307,no,no,unknown,16,jun,88,1,-1,0,unknown,0
train25259,28,blue-collar,single,primary,no,551,no,no,cellular,4,may,264,3,-1,0,unknown,0
train25260,34,technician,married,secondary,no,1057,no,yes,cellular,27,aug,176,10,-1,0,unknown,0
train25261,25,management,single,tertiary,no,6246,no,no,cellular,9,jun,98,3,-1,0,unknown,0
train25262,38,technician,single,tertiary,no,23,no,no,cellular,23,jul,194,1,-1,0,unknown,0
train25263,35,management,single,secondary,no,1048,no,no,cellular,22,aug,362,2,-1,0,unknown,0
train25264,77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,1
train25265,32,technician,married,secondary,no,12,yes,yes,cellular,4,aug,341,2,-1,0,unknown,0
train25266,43,management,married,tertiary,no,676,no,no,cellular,25,aug,143,4,-1,0,unknown,0
train25267,42,services,divorced,unknown,no,651,no,no,unknown,17,jun,61,1,-1,0,unknown,0
train25268,31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,other,0
train25269,45,technician,single,secondary,no,1171,yes,no,cellular,17,nov,34,1,-1,0,unknown,0
train25270,36,services,married,secondary,no,0,yes,no,cellular,6,may,456,3,-1,0,unknown,0
train25271,42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,0
train25272,41,management,married,tertiary,no,472,yes,no,cellular,10,jul,783,1,-1,0,unknown,0
train25273,37,blue-collar,single,primary,no,0,no,no,unknown,5,jun,39,1,-1,0,unknown,0
train25274,65,management,married,unknown,no,2352,no,no,cellular,8,nov,354,3,188,13,success,0
train25275,31,services,married,primary,no,-732,yes,no,unknown,8,may,6,2,-1,0,unknown,0
train25276,40,management,married,tertiary,no,-606,yes,no,cellular,6,may,90,1,345,1,failure,0
train25277,43,blue-collar,divorced,secondary,no,338,yes,no,unknown,8,may,116,1,-1,0,unknown,0
train25278,22,blue-collar,single,secondary,no,-189,yes,no,unknown,30,may,59,3,-1,0,unknown,0
train25279,35,admin.,single,tertiary,no,5007,yes,no,cellular,11,nov,133,1,90,3,failure,0
train25280,33,services,single,unknown,no,523,yes,no,unknown,28,may,86,1,-1,0,unknown,1
train25281,44,blue-collar,single,secondary,no,-215,yes,no,unknown,27,may,163,2,-1,0,unknown,0
train25282,34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,1
train25283,35,blue-collar,married,unknown,no,53,no,no,unknown,17,jun,495,2,-1,0,unknown,0
train25284,45,technician,married,secondary,no,396,yes,no,cellular,17,apr,266,4,-1,0,unknown,0
train25285,58,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,168,2,-1,0,unknown,0
train25286,53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,0
train25287,29,blue-collar,married,primary,no,1280,yes,no,unknown,28,may,629,2,-1,0,unknown,0
train25288,45,services,divorced,primary,no,3854,yes,no,unknown,20,jun,10,3,-1,0,unknown,0
train25289,54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown,0
train25290,52,admin.,divorced,secondary,no,2717,no,no,telephone,18,nov,114,1,162,2,failure,0
train25291,28,unemployed,single,secondary,no,538,no,no,cellular,4,jun,114,3,-1,0,unknown,0
train25292,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,1,other,1
train25293,42,blue-collar,married,primary,no,5,yes,no,cellular,25,jul,112,2,-1,0,unknown,0
train25294,39,management,married,tertiary,no,-409,yes,no,cellular,29,jul,590,23,-1,0,unknown,0
train25295,37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,failure,1
train25296,33,blue-collar,single,secondary,no,1254,yes,no,cellular,14,apr,584,1,-1,0,unknown,0
train25297,34,management,married,tertiary,no,363,no,no,unknown,21,may,171,5,-1,0,unknown,0
train25298,30,services,single,secondary,no,-114,yes,no,cellular,21,jul,396,2,-1,0,unknown,0
train25299,39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,1
train25300,41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,-1,0,unknown,1
train25301,42,blue-collar,married,secondary,no,88,yes,no,cellular,12,may,53,2,-1,0,unknown,0
train25302,49,technician,married,secondary,no,3410,no,no,unknown,4,aug,130,1,-1,0,unknown,0
train25303,32,blue-collar,single,secondary,no,226,yes,no,unknown,5,jun,426,5,-1,0,unknown,0
train25304,38,services,married,secondary,no,173,yes,no,unknown,20,may,130,2,-1,0,unknown,0
train25305,33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,0
train25306,34,management,single,tertiary,no,5284,yes,no,cellular,29,jul,198,5,-1,0,unknown,0
train25307,34,blue-collar,single,secondary,no,39,no,no,cellular,18,jul,138,3,-1,0,unknown,0
train25308,26,student,single,tertiary,no,5741,no,no,cellular,25,may,327,1,-1,0,unknown,0
train25309,39,management,single,tertiary,no,137,yes,no,cellular,21,nov,408,9,-1,0,unknown,0
train25310,39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,202,2,-1,0,unknown,0
train25311,31,services,married,secondary,no,78,yes,yes,cellular,14,jul,97,2,-1,0,unknown,0
train25312,58,self-employed,divorced,tertiary,no,3,yes,yes,unknown,2,jun,129,4,-1,0,unknown,0
train25313,52,blue-collar,divorced,primary,no,0,yes,yes,unknown,20,may,47,1,-1,0,unknown,0
train25314,54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,0
train25315,28,management,married,secondary,no,152,yes,no,cellular,15,apr,412,2,-1,0,unknown,0
train25316,49,retired,married,secondary,no,8648,no,no,cellular,17,nov,527,1,-1,0,unknown,0
train25317,60,blue-collar,married,secondary,no,241,yes,no,telephone,30,jul,42,3,-1,0,unknown,0
train25318,38,technician,single,tertiary,no,103,no,no,cellular,19,aug,490,4,-1,0,unknown,0
train25319,65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure,0
train25320,57,retired,married,primary,no,13,yes,no,cellular,13,may,164,2,366,2,failure,0
train25321,57,blue-collar,married,secondary,no,5270,yes,no,telephone,17,nov,101,1,-1,0,unknown,0
train25322,39,technician,single,secondary,no,175,no,yes,unknown,16,jun,757,2,-1,0,unknown,0
train25323,56,management,single,tertiary,no,3694,no,no,cellular,25,aug,57,4,-1,0,unknown,0
train25324,33,admin.,married,tertiary,no,21,no,yes,cellular,2,mar,202,2,-1,0,unknown,0
train25325,31,admin.,married,secondary,no,1130,yes,no,cellular,23,jul,236,5,-1,0,unknown,0
train25326,58,services,married,secondary,no,1905,no,no,cellular,27,aug,202,5,-1,0,unknown,0
train25327,33,housemaid,married,primary,no,2293,yes,no,cellular,19,nov,457,2,-1,0,unknown,0
train25328,35,self-employed,single,tertiary,no,353,no,no,cellular,12,aug,582,1,-1,0,unknown,1
train25329,35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown,0
train25330,27,student,single,secondary,no,298,yes,no,unknown,3,jun,52,1,-1,0,unknown,0
train25331,32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,-1,0,unknown,1
train25332,33,management,married,secondary,no,333,no,no,cellular,28,aug,80,6,-1,0,unknown,0
train25333,31,management,single,tertiary,no,574,yes,no,cellular,16,jul,410,2,-1,0,unknown,0
train25334,42,services,single,secondary,no,877,no,no,cellular,17,nov,90,2,-1,0,unknown,0
train25335,32,technician,married,secondary,no,11431,no,no,cellular,12,aug,141,5,-1,0,unknown,0
train25336,42,management,divorced,tertiary,no,357,yes,no,cellular,8,may,39,1,-1,0,unknown,0
train25337,45,entrepreneur,married,secondary,no,404,yes,no,unknown,30,may,390,2,-1,0,unknown,0
train25338,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,1
train25339,32,blue-collar,married,secondary,no,2549,yes,no,unknown,23,may,246,3,-1,0,unknown,0
train25340,47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,0
train25341,45,technician,married,secondary,no,1240,no,no,cellular,7,may,269,2,-1,0,unknown,0
train25342,39,blue-collar,divorced,secondary,no,37,no,yes,unknown,19,jun,248,1,-1,0,unknown,0
train25343,59,management,divorced,tertiary,no,0,no,no,unknown,17,jun,437,2,-1,0,unknown,0
train25344,31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,0
train25345,60,management,married,tertiary,no,13360,no,yes,unknown,5,jun,264,1,-1,0,unknown,0
train25346,33,management,married,tertiary,no,0,no,no,cellular,21,aug,102,2,-1,0,unknown,0
train25347,45,blue-collar,married,primary,no,512,no,no,telephone,16,jul,98,1,-1,0,unknown,0
train25348,34,services,married,secondary,no,0,yes,no,cellular,21,apr,95,1,-1,0,unknown,0
train25349,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,0
train25350,41,admin.,single,secondary,no,3895,yes,no,cellular,14,may,305,3,296,11,other,0
train25351,40,services,married,secondary,no,-626,yes,no,unknown,26,may,147,2,-1,0,unknown,0
train25352,41,blue-collar,divorced,secondary,no,47,yes,no,unknown,3,jun,85,1,-1,0,unknown,0
train25353,44,blue-collar,single,secondary,no,184,yes,no,cellular,11,may,196,2,-1,0,unknown,0
train25354,28,admin.,married,secondary,no,358,no,no,cellular,4,feb,220,1,-1,0,unknown,0
train25355,39,blue-collar,single,primary,no,561,yes,no,cellular,17,apr,88,1,-1,0,unknown,0
train25356,43,blue-collar,married,primary,no,0,yes,no,unknown,20,may,592,1,-1,0,unknown,0
train25357,30,management,single,tertiary,no,77,no,no,cellular,25,aug,342,3,-1,0,unknown,0
train25358,33,management,married,tertiary,no,11149,yes,no,unknown,21,may,418,2,-1,0,unknown,0
train25359,43,self-employed,married,secondary,no,0,no,no,cellular,25,sep,399,2,-1,0,unknown,0
train25360,36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,0
train25361,37,technician,married,secondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure,0
train25362,60,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,124,1,-1,0,unknown,0
train25363,28,services,single,secondary,no,1820,yes,no,cellular,5,feb,134,2,203,1,success,0
train25364,29,student,single,tertiary,no,1679,no,no,cellular,2,feb,485,2,-1,0,unknown,0
train25365,57,technician,divorced,secondary,no,2352,yes,no,cellular,21,nov,757,2,-1,0,unknown,0
train25366,49,blue-collar,married,secondary,no,1743,no,no,unknown,18,jun,68,1,-1,0,unknown,0
train25367,44,management,married,tertiary,no,2365,no,yes,cellular,26,may,159,3,-1,0,unknown,0
train25368,50,admin.,married,secondary,no,858,no,no,cellular,9,jul,41,12,-1,0,unknown,0
train25369,30,management,divorced,tertiary,no,726,yes,no,cellular,18,may,24,1,-1,0,unknown,0
train25370,32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,81,1,182,1,failure,0
train25371,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,1
train25372,28,admin.,married,secondary,no,22,yes,yes,cellular,14,may,523,2,-1,0,unknown,0
train25373,41,management,single,tertiary,no,-24,yes,no,cellular,2,feb,437,1,-1,0,unknown,0
train25374,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,0
train25375,31,unemployed,single,tertiary,no,133,yes,no,unknown,9,may,480,2,-1,0,unknown,0
train25376,43,entrepreneur,single,primary,no,2124,yes,no,cellular,19,nov,104,1,-1,0,unknown,0
train25377,43,technician,divorced,secondary,no,64,yes,no,cellular,14,aug,55,2,-1,0,unknown,0
train25378,35,management,married,tertiary,no,552,yes,yes,cellular,18,jul,222,1,-1,0,unknown,0
train25379,27,technician,single,secondary,no,1235,no,no,cellular,3,feb,191,1,-1,0,unknown,0
train25380,50,services,married,secondary,yes,892,yes,no,cellular,10,jul,189,1,-1,0,unknown,0
train25381,43,management,married,tertiary,no,724,yes,no,unknown,29,may,138,1,-1,0,unknown,0
train25382,37,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,6,-1,0,unknown,1
train25383,77,retired,married,unknown,no,992,no,no,cellular,27,apr,147,2,182,2,failure,0
train25384,29,technician,married,tertiary,no,1413,yes,no,cellular,17,jul,170,4,-1,0,unknown,0
train25385,60,technician,single,secondary,no,0,no,no,telephone,29,aug,86,2,-1,0,unknown,0
train25386,37,unemployed,married,secondary,no,117,no,no,cellular,12,aug,144,4,-1,0,unknown,0
train25387,34,blue-collar,single,secondary,no,89,yes,yes,unknown,21,may,175,2,-1,0,unknown,0
train25388,27,management,single,tertiary,no,2420,yes,no,unknown,12,may,391,2,-1,0,unknown,0
train25389,37,blue-collar,married,secondary,no,2016,yes,yes,cellular,18,may,20,6,-1,0,unknown,0
train25390,37,services,married,secondary,no,102,yes,no,cellular,31,jul,107,3,-1,0,unknown,0
train25391,33,services,married,tertiary,no,1275,yes,no,cellular,18,jul,191,1,-1,0,unknown,0
train25392,35,blue-collar,single,primary,no,47,no,no,unknown,20,may,317,1,-1,0,unknown,0
train25393,40,admin.,single,secondary,no,963,yes,no,cellular,7,apr,479,1,-1,0,unknown,0
train25394,27,management,single,tertiary,no,791,no,no,cellular,29,jan,620,1,-1,0,unknown,0
train25395,24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,0
train25396,39,technician,single,secondary,no,-237,yes,no,cellular,14,may,64,2,-1,0,unknown,0
train25397,60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,1
train25398,28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,0
train25399,32,blue-collar,married,secondary,no,1,yes,no,unknown,8,may,102,1,-1,0,unknown,0
train25400,60,self-employed,single,secondary,no,27,no,no,cellular,22,aug,40,2,-1,0,unknown,0
train25401,28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,failure,1
train25402,28,management,married,tertiary,no,9664,yes,no,cellular,24,jul,497,2,-1,0,unknown,0
train25403,52,technician,married,secondary,no,3431,no,no,cellular,25,aug,72,4,-1,0,unknown,0
train25404,55,technician,married,secondary,no,150,yes,yes,unknown,27,may,285,1,-1,0,unknown,0
train25405,29,technician,married,secondary,no,3615,yes,no,cellular,30,jul,93,3,-1,0,unknown,0
train25406,41,technician,married,secondary,no,741,yes,no,cellular,6,may,606,3,335,6,other,0
train25407,35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown,0
train25408,39,blue-collar,married,secondary,no,679,yes,no,unknown,17,jun,341,1,-1,0,unknown,0
train25409,36,management,single,tertiary,no,688,no,no,cellular,2,jun,126,1,120,1,failure,0
train25410,43,technician,married,unknown,no,1156,no,no,unknown,16,jun,90,2,-1,0,unknown,0
train25411,46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,228,1,-1,0,unknown,0
train25412,60,management,married,primary,no,4895,no,no,unknown,9,jun,313,1,-1,0,unknown,0
train25413,30,admin.,married,secondary,no,265,yes,no,cellular,12,may,342,1,354,2,failure,0
train25414,73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,-1,0,unknown,1
train25415,36,unemployed,married,tertiary,no,73,no,no,cellular,23,jul,172,2,-1,0,unknown,0
train25416,50,blue-collar,married,secondary,no,1400,yes,no,cellular,11,may,189,1,-1,0,unknown,0
train25417,49,self-employed,married,tertiary,no,23917,no,no,cellular,11,aug,51,4,-1,0,unknown,0
train25418,27,technician,married,secondary,no,0,yes,yes,telephone,28,jul,359,2,-1,0,unknown,0
train25419,47,technician,divorced,secondary,no,5735,no,no,unknown,19,jun,282,4,-1,0,unknown,0
train25420,35,technician,single,tertiary,no,2043,yes,yes,unknown,23,may,159,2,-1,0,unknown,0
train25421,46,admin.,married,secondary,no,3145,yes,no,cellular,5,may,28,1,-1,0,unknown,0
train25422,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,0
train25423,40,services,married,primary,no,2469,no,yes,unknown,19,jun,202,2,-1,0,unknown,0
train25424,48,blue-collar,married,secondary,no,426,yes,yes,cellular,12,aug,186,2,-1,0,unknown,0
train25425,53,retired,married,primary,no,0,no,yes,unknown,27,jun,747,1,-1,0,unknown,0
train25426,55,management,married,tertiary,no,926,yes,no,cellular,17,nov,309,1,-1,0,unknown,0
train25427,38,blue-collar,married,primary,no,6091,no,no,unknown,17,jun,189,1,-1,0,unknown,0
train25428,34,admin.,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,unknown,0
train25429,30,student,single,tertiary,no,0,no,no,cellular,6,feb,10,5,-1,0,unknown,0
train25430,56,services,married,secondary,no,5486,yes,no,cellular,30,jul,251,3,-1,0,unknown,0
train25431,45,management,married,tertiary,no,2953,yes,yes,cellular,5,feb,388,1,-1,0,unknown,0
train25432,25,services,single,secondary,no,2798,yes,no,unknown,29,may,440,2,-1,0,unknown,0
train25433,39,management,married,secondary,no,1034,yes,no,unknown,30,may,306,1,-1,0,unknown,0
train25434,56,retired,married,tertiary,no,5769,no,no,unknown,20,jun,15,3,-1,0,unknown,0
train25435,51,technician,married,secondary,no,58,yes,no,cellular,11,jul,128,2,-1,0,unknown,0
train25436,30,blue-collar,married,primary,no,392,yes,no,unknown,19,may,351,1,-1,0,unknown,0
train25437,38,services,married,secondary,no,-301,no,yes,cellular,2,feb,182,1,-1,0,unknown,0
train25438,42,admin.,married,secondary,no,208,yes,no,unknown,27,may,75,2,-1,0,unknown,0
train25439,40,blue-collar,married,secondary,no,2279,no,no,cellular,23,jul,104,1,-1,0,unknown,0
train25440,28,management,married,tertiary,no,13186,yes,no,unknown,27,may,466,2,-1,0,unknown,0
train25441,51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,0
train25442,52,services,married,secondary,no,416,yes,no,cellular,2,feb,198,2,-1,0,unknown,0
train25443,37,student,single,secondary,no,681,no,no,cellular,5,feb,187,1,8,1,other,0
train25444,26,technician,married,tertiary,no,-385,yes,no,cellular,28,jul,163,3,-1,0,unknown,0
train25445,34,blue-collar,married,primary,no,905,yes,no,unknown,30,may,28,8,-1,0,unknown,0
train25446,34,blue-collar,single,tertiary,no,97,no,no,cellular,14,may,67,3,-1,0,unknown,0
train25447,34,services,single,tertiary,no,88,no,no,cellular,26,feb,180,1,-1,0,unknown,0
train25448,42,blue-collar,married,primary,no,-67,yes,no,unknown,9,may,128,1,-1,0,unknown,0
train25449,33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown,0
train25450,37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,0
train25451,30,blue-collar,married,secondary,no,-269,yes,no,unknown,27,may,293,2,-1,0,unknown,0
train25452,43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,1
train25453,34,management,married,tertiary,no,16649,yes,no,cellular,20,nov,155,2,-1,0,unknown,0
train25454,39,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,9,10,330,10,other,0
train25455,40,blue-collar,married,secondary,no,0,yes,yes,cellular,19,nov,53,2,-1,0,unknown,0
train25456,35,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,344,1,87,3,failure,1
train25457,31,management,married,tertiary,no,83,no,no,cellular,29,jan,300,1,-1,0,unknown,0
train25458,54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,302,2,-1,0,unknown,0
train25459,34,blue-collar,married,secondary,no,765,no,no,cellular,25,jul,238,1,-1,0,unknown,0
train25460,45,services,married,secondary,no,1550,yes,no,cellular,18,nov,143,2,166,6,failure,0
train25461,28,technician,single,tertiary,no,676,no,no,cellular,5,feb,1138,2,-1,0,unknown,1
train25462,43,blue-collar,married,primary,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown,0
train25463,47,admin.,married,secondary,no,368,yes,no,unknown,5,may,125,2,-1,0,unknown,0
train25464,33,blue-collar,single,secondary,no,123,yes,no,cellular,5,feb,273,3,212,4,failure,0
train25465,46,services,married,secondary,no,1474,yes,no,unknown,12,may,148,3,-1,0,unknown,0
train25466,52,services,married,primary,no,432,no,no,cellular,8,aug,424,4,-1,0,unknown,0
train25467,25,student,single,tertiary,no,0,yes,no,cellular,7,may,178,1,-1,0,unknown,0
train25468,54,management,divorced,tertiary,no,2152,no,no,cellular,17,may,226,3,186,7,other,0
train25469,39,admin.,married,secondary,no,401,yes,no,cellular,11,jul,112,2,-1,0,unknown,0
train25470,38,management,single,tertiary,no,0,yes,no,unknown,8,may,92,3,-1,0,unknown,0
train25471,49,blue-collar,single,primary,no,-165,yes,yes,cellular,28,jul,151,3,-1,0,unknown,0
train25472,48,management,married,tertiary,no,7867,yes,yes,unknown,30,may,306,3,-1,0,unknown,0
train25473,53,self-employed,married,tertiary,no,4397,yes,no,unknown,12,jun,252,1,-1,0,unknown,0
train25474,58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,unknown,0
train25475,61,management,married,secondary,no,1471,no,no,cellular,13,nov,632,1,93,2,failure,0
train25476,28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,0
train25477,29,management,single,secondary,no,-105,yes,no,unknown,27,may,5,3,-1,0,unknown,0
train25478,28,blue-collar,married,secondary,no,1590,no,no,cellular,5,may,78,4,-1,0,unknown,0
train25479,32,admin.,single,secondary,no,1291,yes,no,cellular,23,jul,110,2,-1,0,unknown,0
train25480,27,services,single,secondary,no,0,yes,no,unknown,7,may,388,7,-1,0,unknown,0
train25481,25,services,single,secondary,no,94,no,no,unknown,25,feb,32,1,-1,0,unknown,0
train25482,28,blue-collar,married,secondary,no,-717,yes,no,unknown,28,may,148,3,-1,0,unknown,0
train25483,33,management,single,tertiary,no,506,no,no,cellular,4,jun,176,1,91,2,success,0
train25484,39,management,married,tertiary,no,942,yes,no,cellular,13,may,564,2,265,4,other,0
train25485,38,management,married,tertiary,no,0,yes,no,telephone,20,nov,25,2,-1,0,unknown,0
train25486,45,technician,divorced,secondary,no,0,yes,no,unknown,27,may,165,2,-1,0,unknown,0
train25487,25,technician,single,secondary,no,325,no,no,cellular,22,oct,716,3,-1,0,unknown,1
train25488,62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,unknown,1
train25489,36,management,married,tertiary,no,806,yes,no,unknown,20,may,280,1,-1,0,unknown,0
train25490,46,technician,married,tertiary,no,675,yes,no,unknown,8,may,50,1,-1,0,unknown,0
train25491,32,services,single,tertiary,no,945,no,no,cellular,20,nov,531,1,-1,0,unknown,1
train25492,59,services,married,secondary,no,968,no,no,cellular,9,feb,105,2,-1,0,unknown,0
train25493,50,self-employed,married,secondary,no,4440,no,yes,cellular,31,jul,12,3,-1,0,unknown,0
train25494,32,services,married,secondary,no,197,yes,no,cellular,20,apr,421,4,-1,0,unknown,0
train25495,59,entrepreneur,married,tertiary,no,-23,no,yes,cellular,20,aug,195,7,-1,0,unknown,0
train25496,49,blue-collar,married,primary,no,397,no,no,cellular,22,aug,263,1,-1,0,unknown,0
train25497,60,admin.,married,secondary,no,221,no,no,cellular,29,aug,92,4,-1,0,unknown,0
train25498,43,self-employed,married,tertiary,no,3003,no,no,cellular,8,aug,358,3,-1,0,unknown,0
train25499,34,blue-collar,married,primary,no,-367,yes,no,unknown,26,may,85,1,-1,0,unknown,0
train25500,57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22,4,114,1,failure,0
train25501,37,blue-collar,married,primary,no,1104,no,no,unknown,18,jun,15,8,-1,0,unknown,0
train25502,38,unemployed,divorced,secondary,no,189,yes,yes,cellular,21,jul,105,2,-1,0,unknown,0
train25503,43,management,married,tertiary,no,15423,yes,yes,cellular,21,nov,170,2,-1,0,unknown,0
train25504,41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,-1,0,unknown,0
train25505,32,management,married,tertiary,no,1900,no,no,cellular,25,aug,121,16,-1,0,unknown,0
train25506,31,blue-collar,single,secondary,no,39,yes,no,cellular,15,may,123,5,-1,0,unknown,0
train25507,45,services,married,primary,no,323,no,no,cellular,5,aug,197,1,-1,0,unknown,0
train25508,42,admin.,divorced,secondary,no,-172,yes,yes,unknown,4,jun,179,1,-1,0,unknown,0
train25509,33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,unknown,0
train25510,34,blue-collar,single,secondary,no,0,yes,no,cellular,10,jul,307,1,-1,0,unknown,0
train25511,53,blue-collar,married,secondary,no,1023,yes,no,unknown,21,may,150,3,-1,0,unknown,0
train25512,51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,0
train25513,53,management,married,tertiary,no,2124,yes,no,unknown,8,may,123,2,-1,0,unknown,0
train25514,41,blue-collar,divorced,secondary,no,-90,yes,no,cellular,18,nov,103,6,-1,0,unknown,0
train25515,48,management,married,tertiary,no,-10,no,no,cellular,4,jun,144,1,-1,0,unknown,0
train25516,31,blue-collar,single,secondary,no,178,yes,no,cellular,15,may,415,1,360,5,failure,0
train25517,60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,318,3,-1,0,unknown,0
train25518,28,technician,single,tertiary,no,1080,yes,no,cellular,18,may,192,1,-1,0,unknown,0
train25519,33,technician,married,tertiary,no,5641,no,no,cellular,18,aug,168,2,-1,0,unknown,0
train25520,33,management,single,tertiary,no,-625,yes,no,unknown,15,may,399,1,-1,0,unknown,0
train25521,54,self-employed,married,primary,no,1463,no,no,unknown,20,jun,60,1,-1,0,unknown,0
train25522,35,management,single,tertiary,no,134,no,no,cellular,4,feb,219,1,-1,0,unknown,0
train25523,29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,0
train25524,40,housemaid,single,primary,no,109,yes,no,cellular,8,may,308,1,367,3,failure,0
